"genus","DNA","RNA","ALL","CroplandSize","PastureSize","TotalPopulationSize","Elevation","DistanceToClosestTown","MammalSympatry","AdultBodyMass_g","AdultForearmLen_mm","DietBreadth","LitterSize","LittersPerYear","PopulationGrpSize","TrophicLevel","BodyMassValue","RWL","AR","Forearm","Mass","Pulse","GroupSize","Lifespan","CleanDataSize","CleanQ30","TotalContigLength","ContigCount","neighborSampleNum","neighborBatGenus","neighborDNAvirusMean","neighborRNAvirusMean"
"Chaerephon",0,0,0,1.508048296,0,1420.079468,857,307502.1467,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,4758486274,86.66,148343752,"314179",44,2,0,0
"Chaerephon",0,0,0,1.508048296,0,1420.079468,857,307502.1467,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,4719588940,86.98,170881655,"291039",44,2,0,0
"Chaerephon",0,0,0,1.508048296,0,1420.079468,857,307502.1467,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2296584283,87.05,40243084,"75259",44,2,0,0
"Chaerephon",0,0,0,1.508048296,0,1420.079468,857,307502.1467,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,1851068481,86.19,36070653,"68509",44,2,0,0
"Chaerephon",0,0,0,1.508048296,0,1420.079468,857,307502.1467,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2683498919,87.06,57958145,"83470",44,2,0,0
"Chaerephon",0,0,0,1.508048296,0,1420.079468,857,307502.1467,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,5772329610,86.84,126320030,"251976",44,2,0,0
"Chaerephon",0,0,0,0,0,12201.73242,1354,312959.1882,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,1574593173,88.4,36593356,"63011",44,2,0,0
"Chaerephon",0,0,0,0,0,12201.73242,1354,312959.1882,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,1815424847,86.25,27224318,"40998",44,2,0,0
"Chaerephon",0,0,0,0,0,12201.73242,1354,312959.1882,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,1941730811,88.23,109714157,"149208",44,2,0,0
"Chaerephon",0,0,0,0,0,12201.73242,1354,312959.1882,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,6195363991,87.45,290379355,"526122",44,2,0,0
"Chaerephon",0,1,1,0,0,12201.73242,1354,312959.1882,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,4178756429,90.56,199954752,"419345",44,2,0,0
"Chaerephon",0,0,0,0,0,12201.73242,1354,312959.1882,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2043361049,90.81,44985155,"53345",44,2,0,0
"Chaerephon",0,0,0,0,0,12201.73242,1354,312959.1882,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,1648306279,89.08,90041657,"135553",44,2,0,0
"Chaerephon",1,1,2,0,0,12201.73242,1354,312959.1882,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2420164610,89.3,140091156,"237813",44,2,0,0
"Chaerephon",0,1,1,0,0,12201.73242,1354,312959.1882,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2859001796,87.95,60016408,"85571",44,2,0,0
"Chaerephon",0,0,0,0,0,12201.73242,1354,312959.1882,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,1910601447,89.14,40500229,"66124",44,2,0,0
"Chaerephon",0,0,0,0,0,12201.73242,1354,312959.1882,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,1401386478,89.16,44173157,"71301",44,2,0,0
"Chaerephon",0,0,0,0,0,12201.73242,1354,312959.1882,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,1499329773,90.69,40055200,"44217",44,2,0,0
"Chaerephon",0,0,0,0,0,12201.73242,1354,312959.1882,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,1761157613,90.06,45413927,"80424",44,2,0,0
"Chaerephon",0,0,0,0,0,12201.73242,1354,312959.1882,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,4395218311,91.83,191699710,"236958",44,2,0,0
"Chaerephon",0,0,0,0,0,12201.73242,1354,312959.1882,90,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2546514105,88.82,73667601,"133165",44,2,0,0
"Rousettus",0,1,1,18.40135002,37.02971649,3291.423096,15,50742.25411,122,83.0575,81.97333333,2.25,1.03125,2,5.156012683,1.25,79.597,47.97856747,5.999999995,82.4516667,90.37499998,2,1000.999999,274.8,6605803142,81.43,810496,"2368",22,2,0,0.545454545454545
"Chaerephon",1,1,2,0.104507327,0,2887.921875,1077,298624.5531,93,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2638803991,86.67,60977915,"123927",3,1,0,0.333333333333333
"Chaerephon",0,0,0,0.104507327,0,2887.921875,1077,298624.5531,93,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2836053201,89.17,123518485,"275899",3,1,0.333333333333333,0.666666666666667
"Chaerephon",0,1,1,0.104507327,0,2887.921875,1077,298624.5531,93,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,3298870763,86.29,96572965,"173686",3,1,0.333333333333333,0.333333333333333
"Chaerephon",0,0,0,0.104507327,0,2887.921875,1077,298624.5531,93,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,992514063,88.64,31488282,"39615",3,1,0.333333333333333,0.666666666666667
"Chaerephon",0,0,0,10.40567303,45.03449249,29516.44922,746,184642.0252,116,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,3831664447,87.46,115033537,"254229",45,3,0,0
"Chaerephon",0,1,1,10.40567303,45.03449249,29516.44922,746,184642.0252,116,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,3723761120,88.68,145963963,"267486",45,3,0,0
"Chaerephon",0,0,0,10.40567303,45.03449249,29516.44922,746,184642.0252,116,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,3707932671,86.77,37927498,"75107",45,3,0,0
"Chaerephon",0,0,0,10.40567303,45.03449249,29516.44922,746,184642.0252,116,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2883069046,88.74,56476307,"123869",45,3,0,0
"Chaerephon",0,0,0,10.40567303,45.03449249,29516.44922,746,184642.0252,116,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2484460553,88.31,68873069,"139689",45,3,0,0
"Chaerephon",0,0,0,10.40567303,45.03449249,29516.44922,746,184642.0252,116,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,985807572,88.17,27027885,"33721",45,3,0,0
"Chaerephon",1,0,1,10.40567303,45.03449249,29516.44922,746,184642.0252,116,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,3588969859,86.34,117269908,"259706",45,3,0,0
"Chaerephon",0,0,0,10.40567303,45.03449249,29516.44922,746,184642.0252,116,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,5599416312,88.38,123842823,"272283",45,3,0,0
"Chaerephon",1,0,1,10.40567303,45.03449249,29516.44922,746,184642.0252,116,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,7363061747,87.27,551099506,"946257",45,3,0,0
"Chaerephon",0,0,0,10.40567303,45.03449249,29516.44922,746,184642.0252,116,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,4410514260,89,203174126,"427467",45,3,0,0
"Chaerephon",0,0,0,10.40567303,45.03449249,29516.44922,746,184642.0252,116,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2207990463,88.13,75950944,"136308",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184642.0252,116,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,4429281711,86.74,34271995,"62570",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184642.0252,116,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,3831131407,87.68,34691922,"66236",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184642.0252,116,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,4228563489,87.63,74794509,"154599",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184642.0252,116,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,1635382545,89.28,31842350,"57000",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184642.0252,116,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,1475147576,90.59,36915133,"62376",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184642.0252,116,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,2736733711,89.8,59516732,"126444",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184834.5455,115,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,1436040728,90.72,31394973,"64211",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184834.5455,115,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,1508380979,87.22,46968180,"85209",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184834.5455,115,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,1335511099,88.89,45745279,"76591",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184834.5455,115,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,4833347034,87.21,107197704,"194747",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184834.5455,115,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,2232220247,88.02,50038620,"99545",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184834.5455,115,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,3894611229,87.27,77910346,"168471",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184834.5455,115,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,2875426265,87.95,30893374,"56517",45,3,0,0
"Hipposideros",0,0,0,0,0,3275.851807,608,181355.1507,114,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,2437395574,89.43,49015073,"81413",21,3,0,0
"Hipposideros",0,0,0,0,0,3275.851807,608,181355.1507,114,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,1889695238,88.23,39085727,"77608",21,3,0,0
"Hipposideros",0,0,0,0,0,3275.851807,608,181355.1507,114,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,2572073995,87.91,35361923,"69817",21,3,0,0
"Hipposideros",1,0,1,0,0,3275.851807,608,181355.1507,114,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,4416900800,86.3,43993136,"84394",21,3,0,0
"Hipposideros",0,0,0,0,0,3275.851807,608,181355.1507,114,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,4021189102,87.19,108455952,"240775",21,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,803,184028.6365,117,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,2990433334,84.87,37739858,"82086",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,803,184028.6365,117,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,2559746990,88.08,47102222,"89582",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,803,184028.6365,117,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,1241733859,90.9,38239396,"52820",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,803,184028.6365,117,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,4213874747,90.27,193689502,"392202",45,3,0,0
"Hipposideros",1,0,1,10.40567303,45.03449249,29516.44922,803,184028.6365,117,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,1481955692,90.92,42807775,"53203",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,803,184028.6365,117,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,2073982778,88.42,34685985,"64885",45,3,0,0
"Hipposideros",0,1,1,10.40567303,45.03449249,29516.44922,803,184028.6365,117,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,877362829,88.54,29130914,"42140",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,803,184028.6365,117,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,4591294502,89.14,255278927,"508558",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,803,184028.6365,117,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,5211668983,88.05,269651317,"569966",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,803,184028.6365,117,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,2220571657,87.99,52410198,"108808",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184343.3607,116,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,5548486176,89.43,154714096,"317658",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184343.3607,116,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,4684344329,87.15,52775209,"111498",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184343.3607,116,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,5521595050,86.75,60481302,"116793",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184343.3607,116,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,3350467248,88.14,57552834,"116352",45,3,0,0
"Hipposideros",0,1,1,10.40567303,45.03449249,29516.44922,746,184343.3607,116,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,6053460871,87.31,94176682,"192038",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184343.3607,116,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,4183923913,87.27,73519961,"157015",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184343.3607,116,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,1748175060,90.71,56844146,"109987",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184343.3607,116,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,3288495424,88.81,54250837,"105378",45,3,0,0
"Hipposideros",0,0,0,10.40567303,45.03449249,29516.44922,746,184343.3607,116,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,2400390704,88.36,40969485,"69959",45,3,0,0
"Hipposideros",1,0,1,10.40567303,45.03449249,29516.44922,746,184343.3607,116,21.81,55.32442308,1.033333333,1.021764706,1.111111111,2.89983825,2.966666667,18.45089552,32.7682922,6.106363634,56.7190625,27.56342105,1.181818182,167.8749999,144,4462594606,86.82,45339058,"82973",45,3,0,0
"Chaerephon",0,2,2,0,0,4071.515625,556,177384.1564,113,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,5338756963,89.32,353272406,"666816",21,3,0,0
"Chaerephon",0,2,2,0,0,4071.515625,556,177384.1564,113,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,8797884444,90.32,698209078,"1138203",21,3,0,0
"Chaerephon",0,0,0,0,0,4071.515625,556,177384.1564,113,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,7018469870,86.03,81018864,"181754",21,3,0,0
"Chaerephon",0,1,1,0,0,4071.515625,556,177384.1564,113,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2092220925,87.77,52395020,"90394",21,3,0,0
"Chaerephon",1,1,2,0,0,4071.515625,556,177384.1564,113,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,4782298070,87.07,120500712,"258788",21,3,0,0
"Chaerephon",0,1,1,0,0,4071.515625,556,177384.1564,113,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,9316428740,87.39,690562015,"1111238",21,3,0,0
"Chaerephon",1,1,2,0,0,4071.515625,556,177384.1564,113,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,6829198814,87.11,171604232,"364632",21,3,0,0
"Chaerephon",0,0,0,0,0,4071.515625,556,177384.1564,113,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,11592594016,89.98,1026018741,"1427379",21,3,0,0
"Chaerephon",0,1,1,0,0,4071.515625,556,177384.1564,113,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,5227412998,87.76,210287622,"451795",21,3,0,0
"Chaerephon",0,1,1,0,0,4071.515625,556,177384.1564,113,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,4241581508,86.2,67365054,"145650",21,3,0,0
"Coleura",5,1,6,41.79690933,37.71321106,8923.572266,114,13008.47585,123,10.66,51.17,1,1,1.5,9.670924779,3,10.62,37.10854325,6.500000005,52.98250002,11.07,1.25,12640.99998,240,5415339656,87.23,34458300,"64362",23,4,0,0
"Chaerephon",0,0,0,0,0,13.97945309,347,180044.9604,98,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,4456684557,88.02,228596890,"471478",24,3,0,0
"Mops",0,0,0,0,0,13.97945309,347,180044.9604,98,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,6778414139,90.15,205839517,"215082",24,3,0,0
"Chaerephon",1,0,1,0,0,13.97945309,347,180044.9604,98,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,5823774725,86.44,62524709,"121946",24,3,0,0
"Coleura",0,2,2,41.79690933,37.71321106,8923.572266,114,13008.47585,123,10.66,51.17,1,1,1.5,9.670924779,3,10.62,37.10854325,6.500000005,52.98250002,11.07,1.25,12640.99998,240,5184734878,86.46,58009657,"92118",23,4,0,0
"Mops",0,0,0,0,0,13.97945309,347,180044.9604,98,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,2373198422,90.38,124277903,"191696",24,3,0,0
"Chaerephon",0,0,0,0,0,13.97945309,347,180044.9604,98,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,3048471543,88.24,73029105,"136682",24,3,0,0
"Mops",1,0,1,0,0,13.97945309,347,180044.9604,98,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,2447756222,85.8,57191006,"102033",24,3,0,0
"Mops",0,0,0,0,0,13.97945309,347,180044.9604,98,26.74777778,42.5175,1,1.02,1.8,4.094344562,3,23.96533333,56.37978716,9,51.4066667,29.42,2,60,120,1322198376,88.04,40435382,"66332",24,3,0,0
"Chaerephon",0,1,1,0,0,13.97945309,347,180044.9604,98,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2811748690,86.42,35461481,"72132",24,3,0,0
"Chaerephon",0,1,1,0,0,13.97945309,347,180044.9604,98,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2687800015,89.53,87797065,"149688",24,3,0,0
"Chaerephon",0,0,0,0,0,13.97945309,347,180044.9604,98,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2508451091,89.27,83969466,"176236",24,3,0,0
"Chaerephon",1,0,1,0,0,13.97945309,347,180044.9604,98,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,2223691651,87.85,119879066,"259289",24,3,0,0
"Chaerephon",0,0,0,0,0,13.97945309,347,180044.9604,98,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,1525448432,87.31,17785413,"32542",24,3,0,0
"Chaerephon",0,0,0,0,0,13.97945309,347,180044.9604,98,16.08875,44.11785714,1,0.995,2.5,5.466553485,3,15.39944444,66.95579193,8.900000007,43.63833334,15.01625,2,4015.000004,60,3069368571,87.68,104115555,"183324",24,3,0,0
